Series_reference,Period,Data_value,STATUS,UNITS,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
CEPQ.S2DB,2009.12,1561,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2010.03,1552,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2010.06,1573,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2010.09,1654,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2010.12,1613,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2011.03,1625,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2011.06,1638,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2011.09,1645,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2011.12,1596,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2012.03,1625,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2012.06,1600,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2012.09,1637,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2012.12,1675,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2013.03,1646,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2013.06,1635,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2013.09,1698,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2013.12,1703,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2014.03,1705,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2014.06,1699,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2014.09,1730,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2014.12,1731,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2015.03,1732,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2015.06,1758,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2015.09,1761,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2015.12,1772,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2016.03,1758,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2016.06,1764,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2016.09,1801,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2016.12,1826,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2017.03,1859,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2017.06,1836,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2017.09,1868,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2017.12,1855,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2018.03,1947,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2018.06,1979,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2018.09,2000,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2018.12,1975,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2019.03,1974,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2019.06,2097,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2019.09,2162,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2019.12,2167,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2020.03,2175,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2020.06,2194,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2020.09,2196,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2020.12,2166,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2021.03,2198,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2021.06,2206,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2021.09,2235,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2021.12,2376,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2022.03,2427,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2022.06,2455,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DB,2022.09,2557,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Fencing,,,,
CEPQ.S2DC,1979.12,288.55457,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1980.03,302.982298,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1980.06,317.121472,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1980.09,324.335336,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1980.12,337.608846,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1981.03,350.882357,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1981.06,369.926958,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1981.09,384.931796,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1981.12,402.822179,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1982.03,412.633034,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1982.06,431.100527,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1982.09,440.045719,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1982.12,444.374037,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1983.03,448.125246,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1983.06,448.702356,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1983.09,451.299347,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1983.12,453.030674,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1984.03,454.473447,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1984.06,466.304184,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1984.09,475.537931,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1984.12,496.31386,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1985.03,496.31386,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1985.06,516.224125,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1985.09,532.383181,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1985.12,552.004892,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1986.03,559.795865,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1986.06,578.551912,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1986.09,590.382649,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1986.12,600.770614,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1987.03,611.447133,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1987.06,628.183298,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1987.09,635.108608,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1987.12,647.805009,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1988.03,658.192973,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1988.06,698.879168,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1988.09,724.849079,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1988.12,755.435863,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1989.03,771.594919,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1989.06,782.559993,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1989.09,790.350966,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1989.12,795.544948,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1990.03,801.909308,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1990.06,797.136038,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1990.09,809.864757,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1990.12,813.842482,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1991.03,831.344471,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1991.06,833.731106,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1991.09,875.099443,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1991.12,886.237072,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1992.03,887.032617,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1992.06,880.668258,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1992.09,897.374702,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1992.12,898.170247,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1993.03,903.739061,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1993.06,889.419252,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1993.09,885.441527,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1993.12,902.147971,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1994.03,897.374702,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1994.06,896.579157,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1994.09,903.739061,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1994.12,925.218775,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1995.03,929.992045,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1995.06,931.583134,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1995.09,932.378679,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1995.12,937.151949,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1996.03,953.062848,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1996.06,952.267303,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1996.09,951.471758,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1996.12,953.062848,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1997.03,955.449483,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1997.06,962.609387,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1997.09,946.698489,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1997.12,955.449483,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1998.03,964.200477,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1998.06,986.475736,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1998.09,1003.977725,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1998.12,1003.977725,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1999.03,993.63564,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1999.06,954.653938,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1999.09,1000,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,1999.12,1027,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2000.03,1071,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2000.06,1093,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2000.09,1133,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2000.12,1195,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2001.03,1215,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2001.06,1220,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2001.09,1225,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2001.12,1229,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2002.03,1234,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2002.06,1261,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2002.09,1295,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2002.12,1315,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2003.03,1316,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2003.06,1320,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2003.09,1321,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2003.12,1322,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2004.03,1327,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2004.06,1404,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2004.09,1412,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2004.12,1470,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
CEPQ.S2DC,2005.03,1564,FINAL,Index,Capital Goods Price Index - CEP,Price Index by Item of Capital Goods; (Base:September Quarter 1999 = 1000),Irrigation and Land Drainage,,,,
